Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Caretaker's	100	1	1	45		42	dru		20	12	118	skilltab	15	1	2	sum-skills		1	1							pelt												0	0	0
Keeper's	100	1	1	60		48	dru		30	8	118	skilltab	15	2	3	sum-skills		1	2							pelt												0	0	0
Spiritual	100	1	1	25	60	24	dru		10	16	118	skilltab	16	1	1	openwounds		10	15	slow		6	8			pelt												0	0	0
Feral	100	1	1	45		42	dru		20	12	118	skilltab	16	1	2	openwounds		16	20	slow		9	11			pelt												0	0	0
Communal	100	1	1	60		48	dru		30	8	118	skilltab	16	2	3	openwounds		21	25	slow		12	14			pelt												0	0	0
Nature's	100	1	1	25	60	24	dru		10	16	118	skilltab	17	1	1	abs-all		1	2							pelt												0	0	0
Terra's	100	1	1	45		42	dru		20	12	118	skilltab	17	1	2	abs-all		3	4							pelt												0	0	0
Gaea's	100	1	1	60		48	dru		30	8	118	skilltab	17	2	3	abs-all		5	6							pelt												0	0	0
Haruspex's	100	1	1	95		66	dru		45	1	118	dru		1	2	skilltab	15	1	2							pelt												0	0	0
Haruspex's	100	1	1	95		66	dru		45	1	118	dru		1	2	skilltab	16	1	2							pelt												0	0	0
Haruspex's	100	1	1	95		66	dru		45	1	118	dru		1	2	skilltab	17	1	2							pelt												0	0	0
																																								
Hexing	100	1	1	25	60	24	nec		10	16	118	skilltab	6	1	1	curse-effect		2	3							head												0	0	0
Blighting	100	1	1	45		42	nec		20	12	118	skilltab	6	2	2	curse-effect		3	4							head												0	0	0
Accursed	100	1	1	60		48	nec		30	8	118	skilltab	6	3	3	curse-effect		5	6							head												0	0	0
Fungal	100	1	1	25	60	24	nec		10	16	118	skilltab	7	1	1	mana-kill		4	6							head												0	0	0
Noxious	100	1	1	45		42	nec		20	12	118	skilltab	7	2	2	mana-kill		8	10							head												0	0	0
Venomous	100	1	1	60		48	nec		30	8	118	skilltab	7	3	3	mana-kill		12	14							head												0	0	0
Graverobber's	100	1	1	25	60	24	nec		10	16	118	skilltab	8	1	1	extra-summ		3	4							head												0	0	0
Vodoun	100	1	1	45		42	nec		20	12	118	skilltab	8	2	2	extra-summ		5	6							head												0	0	0
Golemlord's	100	1	1	60		48	nec		30	8	118	skilltab	8	3	3	extra-summ		7	8							head												0	0	0
Occultist's	100	1	1	95		66	nec		45	1	118	nec		1	2	skilltab	6	1	2							head												0	0	0
Occultist's	100	1	1	95		66	nec		45	1	118	nec		1	2	skilltab	7	1	2							head												0	0	0
Occultist's	100	1	1	95		66	nec		45	1	118	nec		1	2	skilltab	8	1	2							head												0	0	0
																																								
Lion Branded	100	1	1	20		15	pal		10	16	118	skilltab	9	1	1	heal-kill		4	6							ashd												0	0	0
Hawk Branded	100	1	1	40		30	pal		20	12	118	skilltab	9	2	2	heal-kill		8	10							ashd												0	0	0
Rose Branded	100	1	1	60		45	pal		30	8	118	skilltab	9	3	3	heal-kill		12	14							ashd												0	0	0
Captain's	100	1	1	20		15	pal		10	16	118	skilltab	10	1	1	deadly		3	4							ashd												0	0	0
Commander's	100	1	1	40		30	pal		20	12	118	skilltab	10	2	2	deadly		5	6							ashd												0	0	0
Marshal's	100	1	1	60		45	pal		30	8	118	skilltab	10	3	3	deadly		7	8							ashd												0	0	0
Preserver's	100	1	1	20		15	pal		10	16	118	skilltab	11	1	1	aura-effect		2	3							ashd												0	0	0
Warder's	100	1	1	40		30	pal		20	12	118	skilltab	11	2	2	aura-effect		3	4							ashd												0	0	0
Guardian's	100	1	1	60		45	pal		30	8	118	skilltab	11	3	3	aura-effect		4	5							ashd												0	0	0
Crusader's	100	1	1	95		66	pal		45	1	118	pal		1	2	skilltab	9	1	2							ashd												0	0	0
Crusader's	100	1	1	95		66	pal		45	1	118	pal		1	2	skilltab	10	1	2							ashd												0	0	0
Crusader's	100	1	1	95		66	pal		45	1	118	pal		1	2	skilltab	11	1	2							ashd												0	0	0
																																								
Jagged	100	1	1	1	10	1				28	150	dmg%		10	20											1hsw	bow						h2h1					0	0	0
Jagged	100	1	1	5	15	3				28	150	dmg%		21	30											1hsw	bow						h2h1					0	0	0
Jagged	100	1	1	10	20	6				28	150	dmg%		31	45											1hsw	bow						h2h1					0	0	0
Massive	100	1	1	15	35	12				28	150	dmg%		46	60											1hsw	bow						h2h1					0	0	0
Massive	100	1	1	20	45	18				28	150	dmg%		61	80											1hsw	bow						h2h1					0	0	0
Massive	100	1	1	25	60	24				28	150	dmg%		81	100											1hsw	bow						h2h1					0	0	0
Savage	100	1	1	35	80	33				28	150	dmg%		101	125											1hsw	bow						h2h1					0	0	0
Savage	100	1	1	45	95	42				28	150	dmg%		126	150											1hsw	bow						h2h1					0	0	0
Savage	100	1	1	60		48				24	150	dmg%		151	180											1hsw	bow						h2h1					0	0	0
Ravening	100	1	1	80		60				20	150	dmg%		181	210											1hsw	bow						h2h1					0	0	0
Ravening	100	1	1	95		66				16	150	dmg%		211	245											1hsw	bow						h2h1					0	0	0
Ferocious	100	1	1	95		66				8	150	dmg%		246	270											1hsw	bow						h2h1					0	0	0
																																								
Deadly	100	1	1	1	10	1				28	150	dmg%		10	25											2hsw	xbow						h2h1					0	0	0
Deadly	100	1	1	5	15	3				28	150	dmg%		26	40											2hsw	xbow						h2h1					0	0	0
Deadly	100	1	1	10	20	6				28	150	dmg%		41	60											2hsw	xbow						h2h1					0	0	0
Vicious	100	1	1	15	35	12				28	150	dmg%		61	80											2hsw	xbow						h2h1					0	0	0
Vicious	100	1	1	20	45	18				28	150	dmg%		81	105											2hsw	xbow						h2h1					0	0	0
Vicious	100	1	1	25	60	24				28	150	dmg%		106	130											2hsw	xbow						h2h1					0	0	0
Brutal	100	1	1	35	80	33				28	150	dmg%		131	160											2hsw	xbow						h2h1					0	0	0
Brutal	100	1	1	45	95	42				28	150	dmg%		161	190											2hsw	xbow						h2h1					0	0	0
Brutal	100	1	1	60		48				24	150	dmg%		191	225											2hsw	xbow						h2h1					0	0	0
Merciless	100	1	1	80		60				20	150	dmg%		226	260											2hsw	xbow						h2h1					0	0	0
Merciless	100	1	1	95		66				16	150	dmg%		261	300											2hsw	xbow						h2h1					0	0	0
Ruthless	100	1	1	95		66				8	150	dmg%		301	340											2hsw	xbow						h2h1					0	0	0
																																								
Warrior's	100	1	1	20	45	18				22	151	att		60	80	dmg%	10	30								1hsw	bow						h2h1					0	0	0
Warrior's	100	1	1	60		48				20	151	att		120	160	dmg%	31	50								1hsw	bow						h2h1					0	0	0
Soldier's	100	1	1	80		60				18	151	att		150	200	dmg%	51	70								1hsw	bow						h2h1					0	0	0
Soldier's	100	1	1	95		66				16	151	att		210	280	dmg%	71	90								1hsw	bow						h2h1					0	0	0
																																								
Knight's	100	1	1	20	45	18				22	151	att		60	80	dmg%	20	40								2hsw	xbow						h2h1					0	0	0
Knight's	100	1	1	60		48				20	151	att		120	160	dmg%	41	60								2hsw	xbow						h2h1					0	0	0
Lord's	100	1	1	80		60				18	151	att		150	200	dmg%	61	80								2hsw	xbow						h2h1					0	0	0
Lord's	100	1	1	95		66				16	151	att		210	280	dmg%	81	100								2hsw	xbow						h2h1					0	0	0
																																								
Glinting	100	1	1	1	10	1				28	152	dmg-min	1	2												1hsw	bow						h2h1					0	0	0
Glinting	100	1	1	5	15	3				28	152	dmg-min	2	4												1hsw	bow						h2h1					0	0	0
Glinting	100	1	1	10	20	6				28	152	dmg-min	3	6												1hsw	bow						h2h1					0	0	0
Polished	100	1	1	15	35	12				28	152	dmg-min	4	8												1hsw	bow						h2h1					0	0	0
Polished	100	1	1	20	45	18				28	152	dmg-min	6	12												1hsw	bow						h2h1					0	0	0
Polished	100	1	1	25	60	24				28	152	dmg-min	8	16												1hsw	bow						h2h1					0	0	0
Gleaming	100	1	1	35	80	33				28	152	dmg-min	10	20												1hsw	bow						h2h1					0	0	0
Gleaming	100	1	1	45	95	42				28	152	dmg-min	12	24												1hsw	bow						h2h1					0	0	0
Gleaming	100	1	1	60		48				24	152	dmg-min	16	32												1hsw	bow						h2h1					0	0	0
Tempered	100	1	1	80		60				20	152	dmg-min	20	40												1hsw	bow						h2h1					0	0	0
Tempered	100	1	1	95		66				16	152	dmg-min	24	48												1hsw	bow						h2h1					0	0	0
Relentless	100	1	1	95		66				8	152	dmg-min	30	60												1hsw	bow						h2h1					0	0	0
																																								
Burnished	100	1	1	1	10	1				28	152	dmg-min	3	6												2hsw	xbow						h2h1					0	0	0
Burnished	100	1	1	5	15	3				28	152	dmg-min	4	8												2hsw	xbow						h2h1					0	0	0
Burnished	100	1	1	10	20	6				28	152	dmg-min	5	10												2hsw	xbow						h2h1					0	0	0
Honed	100	1	1	15	35	12				28	152	dmg-min	6	12												2hsw	xbow						h2h1					0	0	0
Honed	100	1	1	20	45	18				28	152	dmg-min	9	18												2hsw	xbow						h2h1					0	0	0
Honed	100	1	1	25	60	24				28	152	dmg-min	12	24												2hsw	xbow						h2h1					0	0	0
Annealed	100	1	1	35	80	33				28	152	dmg-min	15	30												2hsw	xbow						h2h1					0	0	0
Annealed	100	1	1	45	95	42				28	152	dmg-min	19	38												2hsw	xbow						h2h1					0	0	0
Annealed	100	1	1	60		48				24	152	dmg-min	23	46												2hsw	xbow						h2h1					0	0	0
Flaring	100	1	1	80		60				20	152	dmg-min	27	54												2hsw	xbow						h2h1					0	0	0
Flaring	100	1	1	95		66				16	152	dmg-min	31	62												2hsw	xbow						h2h1					0	0	0
Unforgiving	100	1	1	95		66				8	152	dmg-min	37	74												2hsw	xbow						h2h1					0	0	0
																																								
Squire's	100	1	1	1	10	1				28	153	dmg-max	1	2												1hsw	bow						h2h1					0	0	0
Squire's	100	1	1	5	15	3				28	153	dmg-max	2	4												1hsw	bow						h2h1					0	0	0
Squire's	100	1	1	10	20	6				28	153	dmg-max	4	8												1hsw	bow						h2h1					0	0	0
Reaver's	100	1	1	15	35	12				28	153	dmg-max	8	12												1hsw	bow						h2h1					0	0	0
Reaver's	100	1	1	20	45	18				28	153	dmg-max	12	18												1hsw	bow						h2h1					0	0	0
Reaver's	100	1	1	25	60	24				28	153	dmg-max	18	27												1hsw	bow						h2h1					0	0	0
Conqueror's	100	1	1	35	80	33				28	153	dmg-max	27	40												1hsw	bow						h2h1					0	0	0
Conqueror's	100	1	1	45	95	42				28	153	dmg-max	40	54												1hsw	bow						h2h1					0	0	0
Conqueror's	100	1	1	60		48				24	153	dmg-max	54	72												1hsw	bow						h2h1					0	0	0
Dictator's	100	1	1	80		60				20	153	dmg-max	72	96												1hsw	bow						h2h1					0	0	0
Dictator's	100	1	1	95		66				16	153	dmg-max	96	128												1hsw	bow						h2h1					0	0	0
Tyrant's	100	1	1	95		66				8	153	dmg-max	128	170												1hsw	bow						h2h1					0	0	0
																																								
Combatant's	100	1	1	1	10	1				28	153	dmg-max	2	4												2hsw	xbow						h2h1					0	0	0
Combatant's	100	1	1	5	15	3				28	153	dmg-max	4	8												2hsw	xbow						h2h1					0	0	0
Combatant's	100	1	1	10	20	6				28	153	dmg-max	8	16												2hsw	xbow						h2h1					0	0	0
Journeyman's	100	1	1	15	35	12				28	153	dmg-max	16	21												2hsw	xbow						h2h1					0	0	0
Journeyman's	100	1	1	20	45	18				28	153	dmg-max	21	28												2hsw	xbow						h2h1					0	0	0
Journeyman's	100	1	1	25	60	24				28	153	dmg-max	28	37												2hsw	xbow						h2h1					0	0	0
Mercenary's	100	1	1	35	80	33				28	153	dmg-max	37	50												2hsw	xbow						h2h1					0	0	0
Mercenary's	100	1	1	45	95	42				28	153	dmg-max	50	66												2hsw	xbow						h2h1					0	0	0
Mercenary's	100	1	1	60		48				24	153	dmg-max	66	88												2hsw	xbow						h2h1					0	0	0
Emperor's	100	1	1	80		60				20	153	dmg-max	88	117												2hsw	xbow						h2h1					0	0	0
Emperor's	100	1	1	95		66				16	153	dmg-max	117	156												2hsw	xbow						h2h1					0	0	0
Imperator's	100	1	1	95		66				8	153	dmg-max	156	208												2hsw	xbow						h2h1					0	0	0
																																								
Screaming	100	1	1	20	45	18				22	154	dmg-min	2		3	dmg-max	5	10								1hsw	bow						h2h1					0	0	0
Screaming	100	1	1	60		48				20	154	dmg-min	4		6	dmg-max	10	20								1hsw	bow						h2h1					0	0	0
Howling	100	1	1	80		60				18	154	dmg-min	8		12	dmg-max	20	40								1hsw	bow						h2h1					0	0	0
Howling	100	1	1	95		66				16	154	dmg-min	16		24	dmg-max	30	60								1hsw	bow						h2h1					0	0	0
																																								
Wailing	100	1	1	20	45	18				22	154	dmg-min	3		4	dmg-max	7	15								2hsw	xbow						h2h1					0	0	0
Wailing	100	1	1	60		48				20	154	dmg-min	6		9	dmg-max	15	30								2hsw	xbow						h2h1					0	0	0
Shrieking	100	1	1	80		60				18	154	dmg-min	11		16	dmg-max	25	50								2hsw	xbow						h2h1					0	0	0
Shrieking	100	1	1	95		66				16	154	dmg-min	20		30	dmg-max	35	70								2hsw	xbow						h2h1					0	0	0
																																								
Unchained	100	1	1	5	35	3				20	155	dmg%/lvl	4			ease		30	80							1hsw	2hsw	miss					h2h1					0	0	0
Unchained	100	1	1	15	60	12				20	155	dmg%/lvl	8			ease		50	100							1hsw	2hsw	miss					h2h1					0	0	0
Unchained	100	1	1	25	95	24				16	155	dmg%/lvl	12			ease		70	120							1hsw	2hsw	miss					h2h1					0	0	0
Empowering	100	1	1	45		42				12	155	dmg%/lvl	16			ease		90	140							1hsw	2hsw	miss					h2h1					0	0	0
Empowering	100	1	1	80		60				8	155	dmg%/lvl	18			ease		110	160							1hsw	2hsw	miss					h2h1					0	0	0
Empowering	100	1	1	95		66				4	155	dmg%/lvl	20			ease		130	180							1hsw	2hsw	miss					h2h1					0	0	0
Overpowering	100	1	1	95		66				1	155	dmg%/lvl	24			ease		150	200							1hsw	2hsw	miss					h2h1					0	0	0
																																								
Wounding	100	1	1	5	35	3				20	156	dmg/lvl	4			ease		30	80							1hsw	2hsw	miss					h2h1					0	0	0
Wounding	100	1	1	15	60	12				20	156	dmg/lvl	6			ease		50	100							1hsw	2hsw	miss					h2h1					0	0	0
Wounding	100	1	1	25	95	24				16	156	dmg/lvl	10			ease		70	120							1hsw	2hsw	miss					h2h1					0	0	0
Unleashed	100	1	1	45		42				12	156	dmg/lvl	14			ease		90	140							1hsw	2hsw	miss					h2h1					0	0	0
Unleashed	100	1	1	80		60				8	156	dmg/lvl	16			ease		110	160							1hsw	2hsw	miss					h2h1					0	0	0
Unleashed	100	1	1	95		66				4	156	dmg/lvl	18			ease		130	180							1hsw	2hsw	miss					h2h1					0	0	0
Devastating	100	1	1	95		66				1	156	dmg/lvl	22			ease		150	200							1hsw	2hsw	miss					h2h1					0	0	0
																																								
Ronald's	100	1	1	20	45	18				12	157	maxdmg%/kill	1			att/lvl	2									1hsw	2hsw	miss					h2h1					0	0	0
Ronald's	100	1	1	60		48				8	157	maxdmg%/kill	1			att/lvl	4									1hsw	2hsw	miss					h2h1					0	0	0
Kron's	100	1	1	80		60				4	157	maxdmg%/kill	1			att/lvl	6									1hsw	2hsw	miss					h2h1					0	0	0
Kron's	100	1	1	95		66				1	157	maxdmg%/kill	2			att/lvl	8									1hsw	2hsw	miss					h2h1					0	0	0
																																								
Volcazar's	100	1	1	20	45	18				12	158	maxdmg/kill	1			att/lvl	2									1hsw	2hsw	miss					h2h1					0	0	0
Volcazar's	100	1	1	60		48				8	158	maxdmg/kill	1			att/lvl	4									1hsw	2hsw	miss					h2h1					0	0	0
Zaal's	100	1	1	80		60				4	158	maxdmg/kill	1			att/lvl	6									1hsw	2hsw	miss					h2h1					0	0	0
Zaal's	100	1	1	95		66				1	158	maxdmg/kill	2			att/lvl	8									1hsw	2hsw	miss					h2h1					0	0	0
																																								
Frosted	100	1	1	1	10	1				20	159	cold-len		25	25	cold-min		5	15	cold-max		15	25			1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Frosted	100	1	1	5	15	3				20	159	cold-len		25	25	cold-min		10	25	cold-max		35	50			1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Frosted	100	1	1	10	20	6				20	159	cold-len		25	25	cold-min		15	35	cold-max		50	75			1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Chilled	100	1	1	15	35	12				20	159	cold-len		50	50	cold-min		25	50	cold-max		65	100			1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Chilled	100	1	1	20	45	18				20	159	cold-len		50	50	cold-min		35	75	cold-max		100	150			1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Chilled	100	1	1	25	60	24				20	159	cold-len		50	50	cold-min		50	100	cold-max		135	200			1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Glaciated	100	1	1	35	80	33				20	159	cold-len		75	75	cold-min		60	125	cold-max		165	250			1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Glaciated	100	1	1	45	95	42				20	159	cold-len		75	75	cold-min		75	150	cold-max		200	300			1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Glaciated	100	1	1	60		48				16	159	cold-len		75	75	cold-min		100	200	cold-max		260	400			1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Entombing	100	1	1	80		60				12	159	cold-len		100	100	cold-min		125	250	cold-max		335	500			1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Entombing	100	1	1	95		66				8	159	cold-len		100	100	cold-min		150	300	cold-max		400	600			1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Crystallizing	100	1	1	95		66				4	159	hit-skill	Cold Enchant 	2	30	extra-cold		5	20							stfm	swor						ndgr	npol	h2h1			0	0	0
																																								
Heated	100	1	1	1	10	1				20	159	fire-min		10	15	fire-max		20	25							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Heated	100	1	1	5	15	3				20	159	fire-min		15	20	fire-max		30	50							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Heated	100	1	1	10	20	6				20	159	fire-min		20	30	fire-max		40	75							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Smouldering	100	1	1	15	35	12				20	159	fire-min		30	40	fire-max		60	125							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Smouldering	100	1	1	20	45	18				20	159	fire-min		40	60	fire-max		80	175							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Smouldering	100	1	1	25	60	24				20	159	fire-min		60	80	fire-max		120	275							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Flaming	100	1	1	35	80	33				20	159	fire-min		80	120	fire-max		160	375							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Flaming	100	1	1	45	95	42				20	159	fire-min		120	160	fire-max		240	475							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Flaming	100	1	1	60		48				16	159	fire-min		160	220	fire-max		320	600							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Scorching	100	1	1	80		60				12	159	fire-min		220	300	fire-max		420	725							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Scorching	100	1	1	95		66				8	159	fire-min		300	400	fire-max		520	850							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Cremating	100	1	1	95		66				4	159	hit-skill	Enchant	2	30	extra-fire		5	20							stfm	swor						ndgr	npol	h2h1			0	0	0
																																								
Humming	100	1	1	1	10	1				20	159	ltng-min		1	1	ltng-max		20	40							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Humming	100	1	1	5	15	3				20	159	ltng-min		1	1	ltng-max		40	80							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Humming	100	1	1	10	20	6				20	159	ltng-min		1	1	ltng-max		60	120							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Crackling	100	1	1	15	35	12				20	159	ltng-min		1	1	ltng-max		100	200							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Crackling	100	1	1	20	45	18				20	159	ltng-min		1	1	ltng-max		140	280							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Crackling	100	1	1	25	60	24				20	159	ltng-min		1	1	ltng-max		200	400							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Arcing	100	1	1	35	80	33				20	159	ltng-min		1	1	ltng-max		260	520							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Arcing	100	1	1	45	95	42				20	159	ltng-min		1	1	ltng-max		340	680							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Arcing	100	1	1	60		48				16	159	ltng-min		1	1	ltng-max		420	840							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Electrocuting	100	1	1	80		60				12	159	ltng-min		1	1	ltng-max		500	1000							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Electrocuting	100	1	1	95		66				8	159	ltng-min		1	1	ltng-max		600	1200							1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Vapourising	100	1	1	95		66				4	159	hit-skill	Lightning Enchant	2	30	extra-ltng		5	20							stfm	swor						ndgr	npol	h2h1			0	0	0
																																								
Septic	100	1	1	1	10	1				20	159	dmg-pois	25	15	30											1hsw	2hsw	miss					stfm	scpm	bedg	h2h1		0	0	0
Septic	100	1	1	5	15	3				20	159	dmg-pois	25	30	60											1hsw	2hsw	miss					stfm	scpm	bedg	h2h1		0	0	0
Septic	100	1	1	10	20	6				20	159	dmg-pois	25	45	90											1hsw	2hsw	miss					stfm	scpm	bedg	h2h1		0	0	0
Foul	100	1	1	15	35	12				20	159	dmg-pois	25	75	150											1hsw	2hsw	miss					stfm	scpm	bedg	h2h1		0	0	0
Foul	100	1	1	20	45	18				20	159	dmg-pois	25	105	210											1hsw	2hsw	miss					stfm	scpm	bedg	h2h1		0	0	0
Foul	100	1	1	25	60	24				20	159	dmg-pois	25	165	300											1hsw	2hsw	miss					stfm	scpm	bedg	h2h1		0	0	0
Corosive	100	1	1	35	80	33				20	159	dmg-pois	25	225	390											1hsw	2hsw	miss					stfm	scpm	bedg	h2h1		0	0	0
Corosive	100	1	1	45	95	42				20	159	dmg-pois	25	315	530											1hsw	2hsw	miss					stfm	scpm	bedg	h2h1		0	0	0
Corosive	100	1	1	60		48				16	159	dmg-pois	25	405	650											1hsw	2hsw	miss					stfm	scpm	bedg	h2h1		0	0	0
Toxic	100	1	1	80		60				12	159	dmg-pois	25	525	800											1hsw	2hsw	miss					stfm	scpm	bedg	h2h1		0	0	0
Toxic	100	1	1	95		66				8	159	dmg-pois	25	645	950											1hsw	2hsw	miss					stfm	scpm	bedg	h2h1		0	0	0
Pestilent	100	1	1	95		66				4	159	hit-skill	Venom	2	30	extra-pois		5	20							ndgr	npol						stfm	scpm	bedg	h2h1		0	0	0
																																								
Boreal	100	1	1	20	45	18				12	160	dmg-cold/kill		2	2											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Boreal	100	1	1	60		48				8	160	dmg-cold/kill		2	2											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Hibernal	100	1	1	80		60				4	160	dmg-cold/kill		2	2											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Hibernal	100	1	1	95		66				1	160	dmg-cold/kill		3	3											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
																																								
Buzzing	100	1	1	20	45	18				12	160	dmg-ltng/kill		2	2											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Buzzing	100	1	1	60		48				8	160	dmg-ltng/kill		2	2											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Discharging	100	1	1	80		60				4	160	dmg-ltng/kill		2	2											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Discharging	100	1	1	95		66				1	160	dmg-ltng/kill		3	3											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
																																								
Fiery	100	1	1	20	45	18				12	160	dmg-fire/kill		2	2											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Fiery	100	1	1	60		48				8	160	dmg-fire/kill		2	2											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Ignited	100	1	1	80		60				4	160	dmg-fire/kill		2	2											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Ignited	100	1	1	95		66				1	160	dmg-fire/kill		3	3											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
																																								
Arctic	100	1	1	20	45	18				12	161	dmg-cold/coldres		20	24											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Arctic	100	1	1	60		48				8	161	dmg-cold/coldres		22	26											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Frigid	100	1	1	80		60				4	161	dmg-cold/coldres		24	28											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Frigid	100	1	1	95		66				1	161	dmg-cold/coldres		26	30											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
																																								
Frizzling	100	1	1	20	45	18				12	161	dmg-ltng/ltngres		10	30											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Frizzling	100	1	1	60		48				8	161	dmg-ltng/ltngres		13	33											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Zapping	100	1	1	80		60				4	161	dmg-ltng/ltngres		16	36											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Zapping	100	1	1	95		66				1	161	dmg-ltng/ltngres		19	39											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
																																								
Hellish	100	1	1	20	45	18				12	161	dmg-fire/fireres		22	26											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Hellish	100	1	1	60		48				8	161	dmg-fire/fireres		24	28											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Infernal	100	1	1	80		60				4	161	dmg-fire/fireres		26	30											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
Infernal	100	1	1	95		66				1	161	dmg-fire/fireres		28	32											1hsw	2hsw	miss					ndgr	npol	h2h1			0	0	0
																																								
Fuming	100	1	1	1	10	1				28	162	extra-fire		1	6											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Fuming	100	1	1	5	15	3				28	162	extra-fire		2	7											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Fuming	100	1	1	10	20	6				28	162	extra-fire		3	8											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Blistering	100	1	1	15	35	12				28	162	extra-fire		4	9											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Blistering	100	1	1	20	45	18				28	162	extra-fire		6	11											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Blistering	100	1	1	25	60	24				28	162	extra-fire		8	13											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Boiling	100	1	1	35	80	33				28	162	extra-fire		10	15											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Boiling	100	1	1	45	95	42				28	162	extra-fire		12	17											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Boiling	100	1	1	60		48				24	162	extra-fire		16	21											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Firebreathing	100	1	1	80		60				20	162	extra-fire		20	25											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Firebreathing	100	1	1	95		66				16	162	extra-fire		24	29											2hcw	1hcw						scpc	wdnr				0	0	0
Immolating	100	1	1	95		66				8	162	extra-fire		30	35											2hcw	1hcw						scpc	wdnr				0	0	0
																																								
Numbing	100	1	1	1	10	1				28	162	extra-cold		1	6											2hcw	1hcw						scpc	wdnr				0	0	0
Numbing	100	1	1	5	15	3				28	162	extra-cold		2	7											2hcw	1hcw						scpc	wdnr				0	0	0
